,Page,Country,ORES_predicted_class,Region,Region Population mid-2018 (millions),Population mid-2018 (millions)
18906,John Kivela,United States,Stub,NORTHERN AMERICA,365,328
18907,Eusebio Guilarte Vera,Bolivia,Stub,LATIN AMERICA AND THE CARIBBEAN,649,11.3
18908,Anubhav Patnaik,India,Stub,ASIA,"4,536","1,371.3"
18909,Moni Swapan Dewan,Bangladesh,Stub,ASIA,"4,536",166.4
18910,Asadul Habib Dulu,Bangladesh,Stub,ASIA,"4,536",166.4
18911,Johanna Thorén,Norway,Stub,EUROPE,746,5.3
18912,Mohammad Asim Asim,Afghanistan,Stub,ASIA,"4,536",36.5
18913,Aivars Endziņš,Latvia,Start,EUROPE,746,1.9
18914,Vere Bird,Antigua and Barbuda,C,LATIN AMERICA AND THE CARIBBEAN,649,0.1
18915,Ansaruddin Alonto Adiong,Philippines,Stub,ASIA,"4,536",107
18916,Licia Kokocinski,Australia,Start,OCEANIA,41,24.1
18917,Mohammed bin Khalifa Al Maktoum,United Arab Emirates,Stub,ASIA,"4,536",9.5
18918,Jama Ali Jama,Somalia,Stub,AFRICA,"1,284",15.2
18919,Lidija Vukićević,Serbia,Start,EUROPE,746,7
18920,Pedro Osores de Ulloa,Chile,Stub,LATIN AMERICA AND THE CARIBBEAN,649,18.6
18921,Francisco de Álava y Nureña,Chile,Stub,LATIN AMERICA AND THE CARIBBEAN,649,18.6
18922,Manuel Silvestre de Salamanca Cano,Chile,Stub,LATIN AMERICA AND THE CARIBBEAN,649,18.6
18923,Lies Jans,Belgium,Stub,EUROPE,746,11.4
18924,Lieven Dehandschutter,Belgium,Stub,EUROPE,746,11.4
18925,Abdelfattah al-Banna,Egypt,Stub,AFRICA,"1,284",97
18926,Abdullah Nimar Darwish,Israel,Start,ASIA,"4,536",8.5
18927,Troels Lund Poulsen,Denmark,Stub,EUROPE,746,5.8
18928,Yervand Zakharyan,Armenia,Start,ASIA,"4,536",3
18929,Władysław Komar,Poland,Start,EUROPE,746,38.4
18930,Zelmar Michelini,Uruguay,Start,LATIN AMERICA AND THE CARIBBEAN,649,3.5
18931,Lajos Pálmai,Hungary,Stub,EUROPE,746,9.8
18932,Mariama Hima,Niger,C,AFRICA,"1,284",22.2
18933,Ján Čarnogurský,Slovakia,Start,EUROPE,746,5.4
18934,José Bernardino de Portugal e Castro,Portugal,Stub,EUROPE,746,10.3
18935,Antonio Barroso y Sánchez-Guerra,Spain,Stub,EUROPE,746,46.7
18937,Jozef Lenárt,Slovakia,Start,EUROPE,746,5.4
18944,Metin Bostancıoğlu,Turkey,Stub,ASIA,"4,536",81.3
18945,Ida Aalle-Teljo,Finland,Stub,EUROPE,746,5.5
18946,Umayya Abu-Hanna,Finland,Start,EUROPE,746,5.5
18947,Raila Aho,Finland,Stub,EUROPE,746,5.5
18948,Eveliina Ala-Kulju,Finland,Stub,EUROPE,746,5.5
18949,Ulla Anttila,Finland,Stub,EUROPE,746,5.5
18950,Rositsa Yanakieva,Bulgaria,Stub,EUROPE,746,7
18951,Lia Vissi,Cyprus,Start,ASIA,"4,536",1.2
18952,Liliam Kechichián,Armenia,Stub,ASIA,"4,536",3
18953,Lilian Janse,Netherlands,Stub,EUROPE,746,17.2
18955,Liliana Negre de Alonso,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
18956,Liliana Olivero,Argentina,Stub,LATIN AMERICA AND THE CARIBBEAN,649,44.5
18957,Hanna Adolfsen,Norway,Start,EUROPE,746,5.3
18958,Martha Tynæs,Norway,Start,EUROPE,746,5.3
18959,Lill Harriet Sandaune,Norway,Stub,EUROPE,746,5.3
18960,Taufiq Wahby,Iraq,Stub,ASIA,"4,536",40.2
18961,Brian McEniff,Ireland,C,EUROPE,746,4.9
18962,Mohibullah Samim,Afghanistan,Stub,ASIA,"4,536",36.5
18963,Andrew White (Australian politician),Australia,Stub,OCEANIA,41,24.1
18964,Sam Pata Emani Tagelagi,New Zealand,Stub,OCEANIA,41,4.9
18965,Louis Lafferre,France,Stub,EUROPE,746,65.1
18966,Fan Liang-shiow,Taiwan,Stub,ASIA,"4,536",23.6
18967,Oleksander Ohonovsky,Ukraine,Stub,EUROPE,746,42.3
18968,Richard Vale,Australia,Stub,OCEANIA,41,24.1
18969,Tsay Jaw-yang,Taiwan,Stub,ASIA,"4,536",23.6
18970,Lin Hsi-shan,Taiwan,Start,ASIA,"4,536",23.6
18971,Lin Shusen,China,Stub,ASIA,"4,536","1,393.8"
18972,Lin Yu-fang,Taiwan,Stub,ASIA,"4,536",23.6
18973,Agustín Wright,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
18974,Suy Sem,Cambodia,Stub,ASIA,"4,536",16
18975,Lin Neng-pai,Taiwan,Stub,ASIA,"4,536",23.6
18976,Linda Lanzillotta,Italy,Start,EUROPE,746,60.6
18977,Yuwen Hu,Mongolia,B,ASIA,"4,536",3.2
18978,Jean Leguay,France,Start,EUROPE,746,65.1
18979,Lindiwe Hendricks,South Africa,Stub,AFRICA,"1,284",57.7
18980,Political views of Subhas Chandra Bose,India,B,ASIA,"4,536","1,371.3"
18981,First Lady of South Africa,South Africa,Stub,AFRICA,"1,284",57.7
18982,Joseph Bamina,Burundi,Start,AFRICA,"1,284",11.8
18983,Lindy Nelson-Carr,Australia,Start,OCEANIA,41,24.1
18984,Monirul Haque Sakku,Bangladesh,Stub,ASIA,"4,536",166.4
18985,Malado Kaba,Guinea,Start,AFRICA,"1,284",11.9
18986,Linghu Defen,China,Start,ASIA,"4,536","1,393.8"
18987,Edmund Cowan,Sierra Leone,Stub,AFRICA,"1,284",7.7
18988,Belaid Abdessalam,Algeria,Stub,AFRICA,"1,284",42.7
18989,Joseph Wresinski,France,Start,EUROPE,746,65.1
18990,Smail Hamdani,Algeria,Start,AFRICA,"1,284",42.7
18991,Adriaan Dijxhoorn,Netherlands,Stub,EUROPE,746,17.2
18992,Lionel Alex,Solomon Islands,Stub,OCEANIA,41,0.7
18993,Liou Chen Kuang,Malaysia,Stub,ASIA,"4,536",32.5
18994,Ye Xuanping,China,Stub,ASIA,"4,536","1,393.8"
18995,Mouloud Hamrouche,Algeria,Stub,AFRICA,"1,284",42.7
18996,Liz Beattie,Australia,Start,OCEANIA,41,24.1
18997,Sourn Serey Ratha,Cambodia,Stub,ASIA,"4,536",16
18998,Liquat Ali Chowdhury,Bangladesh,Stub,ASIA,"4,536",166.4
18999,Melanie Griffin,Bahamas,Stub,LATIN AMERICA AND THE CARIBBEAN,649,0.4
19001,Vicencio Scarano Spisso,Venezuela,Stub,LATIN AMERICA AND THE CARIBBEAN,649,31.8
19002,Sapana Pradhan Malla,Nepal,Stub,ASIA,"4,536",29.7
19003,Kim Tok-hun,"Korea, South",Stub,ASIA,"4,536",51.8
19004,Aslamul Haque,Bangladesh,Stub,ASIA,"4,536",166.4
19005,Anja Meulenbelt,Netherlands,Stub,EUROPE,746,17.2
19006,Ba Maw,Myanmar,C,ASIA,"4,536",53.9
19007,Lisandro de la Torre,Argentina,B,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19008,Charles E. Potter,United States,Start,NORTHERN AMERICA,365,328
19009,Ezekias Papaioannou,Cyprus,Start,ASIA,"4,536",1.2
19010,Dion Graus,Netherlands,Start,EUROPE,746,17.2
19011,Frederick Burrows,United Kingdom,Stub,EUROPE,746,66.4
19012,Víctor Hugo Cárdenas,Bolivia,Stub,LATIN AMERICA AND THE CARIBBEAN,649,11.3
19013,Hendrick Vaal Neto,Angola,Stub,AFRICA,"1,284",30.4
19014,Zodi Ikhia,Niger,Start,AFRICA,"1,284",22.2
19016,Shyu Jyuo-min,Taiwan,Stub,ASIA,"4,536",23.6
19017,Mou Chung-yuan,Taiwan,Stub,ASIA,"4,536",23.6
19018,Henry Sun,Taiwan,Stub,ASIA,"4,536",23.6
19020,Chiu Chui-cheng,Taiwan,Stub,ASIA,"4,536",23.6
19021,François Fortassin,France,Stub,EUROPE,746,65.1
19022,Musa Khan Ahmadzai,Afghanistan,Stub,ASIA,"4,536",36.5
19023,Anselmo José Braamcamp,Portugal,Stub,EUROPE,746,10.3
19024,Chen Chien-liang,Taiwan,Stub,ASIA,"4,536",23.6
19025,Hsiao-hung Nancy Chen,Taiwan,Stub,ASIA,"4,536",23.6
19026,Józef Ankwicz,Poland,B,EUROPE,746,38.4
19027,Simion Bughici,Romania,Start,EUROPE,746,19.5
19028,Khaled al-Tuwaijri,Saudi Arabia,Start,ASIA,"4,536",33.4
19029,List of Members of the Federal Parliament of Somalia,Somalia,Start,AFRICA,"1,284",15.2
19030,Bernardo Jaramillo Ossa,Colombia,C,LATIN AMERICA AND THE CARIBBEAN,649,49.8
19031,Liz Penfold,Australia,Start,OCEANIA,41,24.1
19032,Alfred Joseph Naquet,France,Start,EUROPE,746,65.1
19033,Riad Yassin,Yemen,Stub,ASIA,"4,536",28.9
19034,Tim Harris (politician),South Africa,C,AFRICA,"1,284",57.7
19035,René Lagrou,Belgium,Start,EUROPE,746,11.4
19036,Hermano José Braamcamp de Almeida Castelo Branco,Portugal,B,EUROPE,746,10.3
19038,Ward Hermans,Belgium,Start,EUROPE,746,11.4
19040,Miguel Domínguez,Mexico,Start,LATIN AMERICA AND THE CARIBBEAN,649,130.8
19041,Javier Ybarra Bergé,Spain,Start,EUROPE,746,46.7
19042,Jón Gunnarsson,Iceland,Stub,EUROPE,746,0.4
19043,Kristján Þór Júlíusson,Iceland,Start,EUROPE,746,0.4
19044,Carl Christian Hall,Denmark,Start,EUROPE,746,5.8
19045,List of Faroese members of the Folketing,Denmark,Start,EUROPE,746,5.8
19046,Liz Cunningham,Australia,C,OCEANIA,41,24.1
19048,'Mantšebo,Lesotho,C,AFRICA,"1,284",2.3
19049,Mohammad Tamim Nuristani,Afghanistan,Stub,ASIA,"4,536",36.5
19050,Jamaluddin Badr,Afghanistan,Start,ASIA,"4,536",36.5
19051,Mohammed Hashim Watanwal,Afghanistan,Start,ASIA,"4,536",36.5
19052,Phạm Hùng,Vietnam,Start,ASIA,"4,536",94.7
19053,Yang Sui-sheng,Taiwan,Start,ASIA,"4,536",23.6
19054,Patrick Kanner,France,Stub,EUROPE,746,65.1
19055,Liu Cheng-hung,Taiwan,Start,ASIA,"4,536",23.6
19056,List of female state governors in Brazil,Brazil,Stub,LATIN AMERICA AND THE CARIBBEAN,649,209.4
19057,List of female state governors in Mexico,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
19058,Wang Chien-fa,Taiwan,Start,ASIA,"4,536",23.6
19059,Clara López Obregón,Colombia,Start,LATIN AMERICA AND THE CARIBBEAN,649,49.8
19060,Justin Huang,Taiwan,Start,ASIA,"4,536",23.6
19061,Chen Shui-tsai,Taiwan,Stub,ASIA,"4,536",23.6
19062,Nguyễn Văn Hưng,Vietnam,Stub,ASIA,"4,536",94.7
19063,Francisco de Borja Garção Stockler,Portugal,C,EUROPE,746,10.3
19064,Léo Collard,Belgium,Stub,EUROPE,746,11.4
19065,Lee Chun-yi,Taiwan,Stub,ASIA,"4,536",23.6
19066,Paul Freiherr von Eltz-Rübenach,Germany,Stub,EUROPE,746,82.8
19067,Paul Dijoud,Monaco,Stub,EUROPE,746,0.04
19068,Michel d'Ornano,France,Stub,EUROPE,746,65.1
19069,Robert Poujade,France,Stub,EUROPE,746,65.1
19070,Paul Roos (rugby player),South Africa,GA,AFRICA,"1,284",57.7
19071,Munshi Abdul Majid,Afghanistan,Start,ASIA,"4,536",36.5
19072,Mohammad Hashim Zare,Afghanistan,Stub,ASIA,"4,536",36.5
19073,Roohul Amin,Afghanistan,Stub,ASIA,"4,536",36.5
19074,Heiko von der Leyen,Germany,Stub,EUROPE,746,82.8
19075,Chen Hsueh-sheng,Taiwan,Start,ASIA,"4,536",23.6
19076,Fabakary Jatta,Gambia,Start,AFRICA,"1,284",2.2
19077,Lorenza Bonaccorsi,Italy,Start,EUROPE,746,60.6
19078,Syed Yahya Shah,Pakistan,Start,ASIA,"4,536",200.6
19079,Nkeiruka Onyejeocha,Nigeria,Stub,AFRICA,"1,284",195.9
19080,List of Mayors of Batticaloa,Sri Lanka,Stub,ASIA,"4,536",21.7
19081,Álvaro de Luna,Spain,C,EUROPE,746,46.7
19082,Ferdynand Radziwiłł,Poland,Stub,EUROPE,746,38.4
19083,Chen Fu-hai,Taiwan,Start,ASIA,"4,536",23.6
19084,Andor Schmuck,Hungary,Stub,EUROPE,746,9.8
19085,Issam Naaman,Lebanon,Start,ASIA,"4,536",6.1
19086,Yasuo Ogata,Japan,Stub,ASIA,"4,536",126.5
19087,Kazuyoshi Nakanishi,Japan,Stub,ASIA,"4,536",126.5
19088,Célestin Demblon,Belgium,C,EUROPE,746,11.4
19089,Algirdas Monkevičius,Lithuania,Stub,EUROPE,746,2.8
19090,Sukarni,Indonesia,FA,ASIA,"4,536",265.2
19091,Basil Goldstone,United Kingdom,Stub,EUROPE,746,66.4
19092,Claudia Pastorino,Italy,Stub,EUROPE,746,60.6
19093,Georges Theil,France,Stub,EUROPE,746,65.1
19094,Alejandra Krauss,Chile,Stub,LATIN AMERICA AND THE CARIBBEAN,649,18.6
19095,Michael Cleary (rugby),Australia,C,OCEANIA,41,24.1
19096,Jean Ulveling,Luxembourg,Start,EUROPE,746,0.6
19097,Trevor Rogers,New Zealand,C,OCEANIA,41,4.9
19098,Marou Amadou,Niger,Stub,AFRICA,"1,284",22.2
19099,Lin Bih-jaw,Taiwan,Start,ASIA,"4,536",23.6
19100,Liu Chien-sin,Taiwan,Stub,ASIA,"4,536",23.6
19101,Simon Ifede Ogouma,Benin,Stub,AFRICA,"1,284",11.5
19103,Chanaka Amaratunga,Sri Lanka,C,ASIA,"4,536",21.7
19104,Samir Mouqbel,Lebanon,Start,ASIA,"4,536",6.1
19105,Abdelkader Pérez,Morocco,Stub,AFRICA,"1,284",35.2
19106,Nila Moeloek,Indonesia,Stub,ASIA,"4,536",265.2
19107,List of Presidents of Mauritius,Mauritius,C,AFRICA,"1,284",1.3
19108,Old Tassel,United States,Start,NORTHERN AMERICA,365,328
19109,List of Prime Ministers of Mauritius,Mauritius,Start,AFRICA,"1,284",1.3
19110,Outi Ojala,Finland,Stub,EUROPE,746,5.5
19111,Tsai De-sheng,Taiwan,Stub,ASIA,"4,536",23.6
19112,Jean-Nicolas Bouilly,France,Start,EUROPE,746,65.1
19113,Volen Siderov,Bulgaria,C,EUROPE,746,7
19116,Léon Delacroix,Belgium,Stub,EUROPE,746,11.4
19117,Josip Jurčević,Croatia,Start,EUROPE,746,4.1
19118,Tigernán Ua Ruairc,Ireland,C,EUROPE,746,4.9
19119,William Oswald Mills,United States,Start,NORTHERN AMERICA,365,328
19120,Gim Hyowon,"Korea, South",Stub,ASIA,"4,536",51.8
19121,Douglas Hemphill Elliott,United States,Start,NORTHERN AMERICA,365,328
19122,Mohammad Akbar Barakzai,Afghanistan,Stub,ASIA,"4,536",36.5
19123,Mohammad Bashir Qant Chah Abi,Afghanistan,Stub,ASIA,"4,536",36.5
19124,Rafael Díaz-Balart,Cuba,Start,LATIN AMERICA AND THE CARIBBEAN,649,11.1
19125,Mercurino Gattinara,Italy,B,EUROPE,746,60.6
19126,Hans Brunhart,Liechtenstein,Stub,EUROPE,746,0.04
19127,Mario Frick (politician),Liechtenstein,Start,EUROPE,746,0.04
19128,Fernando de la Rúa,Argentina,FA,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19129,Gonzalo de Salazar,Spain,Start,EUROPE,746,46.7
19130,Roberto María Ortiz,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19131,Pedro Almíndez Chirino,Spain,Stub,EUROPE,746,46.7
19132,Santiago Derqui,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19133,Driggs family,United States,Start,NORTHERN AMERICA,365,328
19134,Juan Esteban Pedernera,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19135,Marcos Paz,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19136,Adolfo Alsina,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19137,Luis Sáenz Peña,Argentina,Stub,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19138,José Figueroa Alcorta,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19139,Pelagio Luna,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19140,Elpidio González,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19141,Julio Argentino Pascual Roca,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19142,Ramón Castillo,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19143,Juan Ortiz de Matienzo,Spain,Start,EUROPE,746,46.7
19144,Vicente Solano Lima,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19145,Daniel Scioli,Argentina,C,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19146,Julio Cobos,Argentina,C,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19147,Rodrigo de Albornoz,Spain,Start,EUROPE,746,46.7
19148,Gabriela Michetti,Argentina,C,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19149,José Evaristo Uriburu,Argentina,Stub,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19150,"List of Tuvalu MPs, 2002–2006",Tuvalu,Start,OCEANIA,41,0.01
19151,"List of Tuvalu MPs, 2006–2010",Tuvalu,Stub,OCEANIA,41,0.01
19152,"List of Tuvalu MPs, 2010–2015",Tuvalu,Stub,OCEANIA,41,0.01
19153,John Ritchie (merchant),Canada,Stub,NORTHERN AMERICA,365,37.2
19154,John A. Elston,United States,Start,NORTHERN AMERICA,365,328
19155,Ch. Nazir Ahmed Jatt,Pakistan,Stub,ASIA,"4,536",200.6
19156,"Leopoldo O'Donnell, 1st Duke of Tetuan",Ireland,C,EUROPE,746,4.9
19157,Jean-Jacques Honorat,Haiti,Start,LATIN AMERICA AND THE CARIBBEAN,649,10.8
19158,Folake Olunloyo,Nigeria,Stub,AFRICA,"1,284",195.9
19159,Jean-Charles Moïse,Haiti,Start,LATIN AMERICA AND THE CARIBBEAN,649,10.8
19160,Germano Rigotto,Brazil,Stub,LATIN AMERICA AND THE CARIBBEAN,649,209.4
19161,Johannes Sikkar,Estonia,Start,EUROPE,746,1.3
19162,Shamsul Huq,Bangladesh,Start,ASIA,"4,536",166.4
19163,Alexander Potresov,Russia,Start,EUROPE,746,147.3
19164,Hassan Moalim,Somalia,Stub,AFRICA,"1,284",15.2
19165,Aung Kham Hti,Myanmar,Stub,ASIA,"4,536",53.9
19166,Bashir Mohamed Jama,Somalia,Stub,AFRICA,"1,284",15.2
19167,Lajos Czinege,Hungary,Stub,EUROPE,746,9.8
19168,Jules Anglès,France,Start,EUROPE,746,65.1
19169,Imbarek Shamekh,Libya,Start,AFRICA,"1,284",6.5
19170,Minoo Khaleghi,Iran,Start,ASIA,"4,536",81.6
19171,Chit Hlaing,Myanmar,Stub,ASIA,"4,536",53.9
19172,Tomás Berreta,Uruguay,Start,LATIN AMERICA AND THE CARIBBEAN,649,3.5
19173,Pedro Blanco Soto,Bolivia,Stub,LATIN AMERICA AND THE CARIBBEAN,649,11.3
19174,Gangalal Shrestha,Nepal,C,ASIA,"4,536",29.7
19175,Carlos Rovira,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19176,Narciso Campero,Bolivia,Start,LATIN AMERICA AND THE CARIBBEAN,649,11.3
19177,Aniceto Arce,Bolivia,Start,LATIN AMERICA AND THE CARIBBEAN,649,11.3
19178,Mariano Baptista,Bolivia,Start,LATIN AMERICA AND THE CARIBBEAN,649,11.3
19179,Severo Fernández,Bolivia,Start,LATIN AMERICA AND THE CARIBBEAN,649,11.3
19180,José Manuel Pando,Bolivia,Start,LATIN AMERICA AND THE CARIBBEAN,649,11.3
19181,Ismael Montes,Bolivia,Start,LATIN AMERICA AND THE CARIBBEAN,649,11.3
19182,José Gutiérrez Guerra,Bolivia,Start,LATIN AMERICA AND THE CARIBBEAN,649,11.3
19183,Chou Hsi-wei,Taiwan,Stub,ASIA,"4,536",23.6
19184,Mano Dayak,Niger,Stub,AFRICA,"1,284",22.2
19185,Cheng Chih-lung (basketball),Taiwan,Start,ASIA,"4,536",23.6
19186,Mai Fatty,Gambia,Stub,AFRICA,"1,284",2.2
19187,Juan Lechín Oquendo,Bolivia,Start,LATIN AMERICA AND THE CARIBBEAN,649,11.3
19188,Miguel Lifschitz,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
19189,Fernando Errázuriz Aldunate,Chile,C,LATIN AMERICA AND THE CARIBBEAN,649,18.6
19190,Gloria Bejarano Almada,Costa Rica,Stub,LATIN AMERICA AND THE CARIBBEAN,649,5
19191,Albert G. Schmedeman,United States,Start,NORTHERN AMERICA,365,328
19192,Jorge Pacheco Klein,Uruguay,Stub,LATIN AMERICA AND THE CARIBBEAN,649,3.5
19193,Edouard Osy de Zegwaart,Belgium,Stub,EUROPE,746,11.4
19194,"Richard Lumley, 2nd Earl of Scarbrough",United Kingdom,Start,EUROPE,746,66.4
19195,Karl Weidel,United States,Start,NORTHERN AMERICA,365,328
19196,Tatyana Moskalkova,Russia,Stub,EUROPE,746,147.3
19197,José Rondeau,Uruguay,Start,LATIN AMERICA AND THE CARIBBEAN,649,3.5
19198,Georges Anglade,Haiti,Start,LATIN AMERICA AND THE CARIBBEAN,649,10.8
19199,Siamak Moreh Sedgh,Iran,Start,ASIA,"4,536",81.6
19200,Inger Louise Valle,Norway,Start,EUROPE,746,5.3
19201,Jorge Alessandri,Chile,C,LATIN AMERICA AND THE CARIBBEAN,649,18.6
19202,Marja Lahti,Finland,Stub,EUROPE,746,5.5
19203,José de Carvajal y Hué,Spain,Stub,EUROPE,746,46.7
19204,Julian Klaczko,Lithuania,Start,EUROPE,746,2.8
19205,"Pedro Messía de la Cerda, 2nd Marquis of Vega de Armijo",Spain,C,EUROPE,746,46.7
19206,Bryan Cartledge,United Kingdom,Start,EUROPE,746,66.4
19207,Abdulkadir Abdi Hashi,Somalia,Start,AFRICA,"1,284",15.2
19208,Jama Mohamud Takar,Somalia,Stub,AFRICA,"1,284",15.2
19209,Sam Yahya Al-Ahmar,Yemen,Stub,ASIA,"4,536",28.9
19210,Komi Sélom Klassou,Togo,Start,AFRICA,"1,284",8
19211,"Philip ""Brave"" Davis",Bahamas,Stub,LATIN AMERICA AND THE CARIBBEAN,649,0.4
19212,Heinrich Schwarz (politician),Germany,Stub,EUROPE,746,82.8
19213,Electoral history of Bill Rowling,New Zealand,Start,OCEANIA,41,4.9
19214,Tommy Leclercq,Belgium,Stub,EUROPE,746,11.4
19215,Tiébilé Dramé,Mali,Start,AFRICA,"1,284",19.4
19216,Takashi Hishikari,Japan,Start,ASIA,"4,536",126.5
19217,Alessandro Contini-Bonacossi,Italy,Start,EUROPE,746,60.6
19219,Emil Jónsson,Iceland,Stub,EUROPE,746,0.4
19220,Konimba Sidibe,Mali,Start,AFRICA,"1,284",19.4
19221,Assetou Foune Samake Migan,Mali,Stub,AFRICA,"1,284",19.4
19222,Kazimieras Motieka,Lithuania,Stub,EUROPE,746,2.8
19223,Salif Traoré,Mali,Stub,AFRICA,"1,284",19.4
19224,Hamadou Konaté,Mali,Stub,AFRICA,"1,284",19.4
19225,Mohamed Aly Bathily,Mali,Stub,AFRICA,"1,284",19.4
19226,Mohamed Ag Erlaf,Mali,Stub,AFRICA,"1,284",19.4
19227,Marie Madeleine Togo,Mali,Stub,AFRICA,"1,284",19.4
19228,Mohamed Didi,Maldives,Stub,ASIA,"4,536",0.4
19229,Amadou Koïta,Mali,Stub,AFRICA,"1,284",19.4
19230,Vasilis Papageorgopoulos,Greece,Start,EUROPE,746,10.6
19231,Leader of the Opposition (Bangladesh),Bangladesh,Stub,ASIA,"4,536",166.4
19232,"Juan Francisco Ruiz de Gaona y Portocarrero, Conde de Valdeparaíso",Spain,Stub,EUROPE,746,46.7
19233,Peter McColl,Ireland,C,EUROPE,746,4.9
19234,Faisal bin Fahd,Saudi Arabia,C,ASIA,"4,536",33.4
19235,Nawaf bin Faisal,Saudi Arabia,C,ASIA,"4,536",33.4
19236,Yusuf Cassim,South Africa,Stub,AFRICA,"1,284",57.7
19237,Oleksii Reznikov,Ukraine,Start,EUROPE,746,42.3
19238,Olev Olesk,Estonia,Stub,EUROPE,746,1.3
19239,Niat Qabool Hayat Kakakhel,Pakistan,C,ASIA,"4,536",200.6
19240,Mingsioi,China,Stub,ASIA,"4,536","1,393.8"
19241,Lin Ming-chen,Taiwan,Start,ASIA,"4,536",23.6
19242,Electoral history of Francis Bell,New Zealand,Start,OCEANIA,41,4.9
19243,Sefako Makgatho,South Africa,Stub,AFRICA,"1,284",57.7
19244,Riccardo Zanella,Italy,Start,EUROPE,746,60.6
19245,List of impeached Nigerian state governors,Nigeria,Start,AFRICA,"1,284",195.9
19246,Abdul Salam Sabrah,Yemen,Stub,ASIA,"4,536",28.9
19247,Rudolf Auspitz,Austria,Stub,EUROPE,746,8.8
19248,Hassan al-Amri,Yemen,Start,ASIA,"4,536",28.9
19249,Norbu Wangchuk,Bhutan,Stub,ASIA,"4,536",0.8
19250,Akiko Kurabayashi,Japan,Stub,ASIA,"4,536",126.5
19251,Liz Behjat,Australia,Start,OCEANIA,41,24.1
19252,Kotaro Tatsumi,Japan,Stub,ASIA,"4,536",126.5
19253,Robyn McSweeney,Australia,Stub,OCEANIA,41,24.1
19254,Laine McDonald,Australia,Stub,OCEANIA,41,24.1
19255,Helen Morton,Australia,Stub,OCEANIA,41,24.1
19256,Alannah MacTiernan,Australia,Start,OCEANIA,41,24.1
19257,Alison Xamon,Australia,Start,OCEANIA,41,24.1
19258,Elise Irwin,Australia,Stub,OCEANIA,41,24.1
19259,Faride Raful,Dominican Republic,Start,LATIN AMERICA AND THE CARIBBEAN,649,10.8
19260,Fortunato Borbon,Philippines,Stub,ASIA,"4,536",107
19261,"List of members of the parliament of Malta, 2013–17",Malta,Start,EUROPE,746,0.5
19262,Kamala Sinha,India,Start,ASIA,"4,536","1,371.3"
19263,Alintuma Nsambu,Uganda,Stub,AFRICA,"1,284",44.1
19264,Julian Hill,Australia,Start,OCEANIA,41,24.1
19265,Jon Gee,Australia,Stub,OCEANIA,41,24.1
19266,Harald Sandberg,Sweden,Stub,EUROPE,746,10.2
19267,Aleksandar Paunov,Bulgaria,Stub,EUROPE,746,7
19268,Chandra Maharjan,Nepal,Start,ASIA,"4,536",29.7
19269,Eduard Herbst,Austria,Start,EUROPE,746,8.8
19270,Károly Csáky,Hungary,Stub,EUROPE,746,9.8
19271,Hasan bey Aghayev,Azerbaijan,Start,ASIA,"4,536",9.9
19272,Rutger Jan Schimmelpenninck,Netherlands,C,EUROPE,746,17.2
19273,Mwangi wa Iria,Kenya,Stub,AFRICA,"1,284",51
19274,William the Silent (statue),Netherlands,GA,EUROPE,746,17.2
19275,Thadeus Nguyễn Văn Lý,Vietnam,C,ASIA,"4,536",94.7
19276,Nikita Georgevitch Shervashidze,Bulgaria,Stub,EUROPE,746,7
19277,Kebby Maphatsoe,South Africa,Stub,AFRICA,"1,284",57.7
19278,Yolyos,Ethiopia,Stub,AFRICA,"1,284",107.5
19279,Nikolai Fedorenko,Russia,Stub,EUROPE,746,147.3
19280,Abdurrahim bey Hagverdiyev,Azerbaijan,C,ASIA,"4,536",9.9
19281,Sadriddin Ayni,Russia,Start,EUROPE,746,147.3
19282,Pavel Bazhov,Russia,C,EUROPE,746,147.3
19283,Stepan Saryg-Ool,Russia,Stub,EUROPE,746,147.3
19284,Danielle Green,Australia,Start,OCEANIA,41,24.1
